Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1972-06-01 00:00:00-04:00,0.0,0.23491136706957458,0.2322817653872783,0.2327200323343277,1091238,0.0,0.0
1972-06-02 00:00:00-04:00,0.2327199964584585,0.2349113308558916,0.23140522158827706,0.23228172957897186,1174468,0.0,0.0
1972-06-05 00:00:00-04:00,0.23228172957897186,0.23447306397640497,0.23140522158827706,0.23228172957897186,5209582,0.0,0.0
1972-06-06 00:00:00-04:00,0.2322818475184965,0.23315838172252404,0.228775736470678,0.2296522706747055,1424158,0.0,0.0
1972-06-07 00:00:00-04:00,0.22965223803360899,0.230967039152774,0.22833743691444397,0.22833743691444397,675088,0.0,0.0
1972-06-08 00:00:00-04:00,0.22833732173490606,0.23009038900949808,0.22658415138721466,0.22658415138721466,1038834,0.0,0.0
1972-06-09 00:00:00-04:00,0.22658412194611002,0.22702238870781202,0.22088670558052692,0.2252693474292755,6590583,0.0,0.0
1972-06-12 00:00:00-04:00,0.2252693474292755,0.22789902530430206,0.22351628038246746,0.2252693474292755,1430323,0.0,0.0
1972-06-13 00:00:00-04:00,0.22526942714485026,0.2274608390336447,0.22526942714485026,0.2270224690437317,934026,0.0,0.0
1972-06-14 00:00:00-04:00,0.22789922856639291,0.23272014147658968,0.22789922856639291,0.2305288314819336,2940794,0.0,0.0
1972-06-15 00:00:00-04:00,0.230528804878733,0.23272011462051026,0.22921400357269175,0.2296522706747055,1464232,0.0,0.0
1972-06-16 00:00:00-04:00,0.22965229717675337,0.2305288314819336,0.22702259118803475,0.2305288314819336,752153,0.0,0.0
1972-06-19 00:00:00-04:00,0.23052861915451683,0.23184339363302517,0.228337285409885,0.22921381890773773,530206,0.0,0.0
1972-06-20 00:00:00-04:00,0.22921396486823706,0.23140530000828285,0.22921396486823706,0.23009049892425537,897034,0.0,0.0
1972-06-21 00:00:00-04:00,0.2300904088365118,0.23052867569292548,0.22789907455444336,0.22789907455444336,1612196,0.0,0.0
1972-06-22 00:00:00-04:00,0.22746078809761006,0.22746078809761006,0.22439284306224952,0.22658415138721466,1282359,0.0,0.0
1972-06-23 00:00:00-04:00,0.2261459231376648,0.2261459231376648,0.22395458892038594,0.2261459231376648,1276193,0.0,0.0
1972-06-26 00:00:00-04:00,0.2261458809526795,0.2261458809526795,0.22439281390587149,0.2252693474292755,622684,0.0,0.0
1972-06-27 00:00:00-04:00,0.22526942714485026,0.2270224690437317,0.22526942714485026,0.2270224690437317,878539,0.0,0.0
1972-06-28 00:00:00-04:00,0.22702241820586266,0.22833732173490606,0.22614591033684153,0.22658415138721466,906282,0.0,0.0
1972-06-29 00:00:00-04:00,0.22658421791565286,0.2274608548834417,0.22570770978927612,0.22570770978927612,450059,0.0,0.0
1972-06-30 00:00:00-04:00,0.22439292966842642,0.22439292966842642,0.22176332774162333,0.22395466268062592,826135,0.0,0.0
1972-07-03 00:00:00-04:00,0.22395469558241765,0.22395469558241765,0.22176336032148006,0.2230781614780426,440811,0.0,0.0
1972-07-05 00:00:00-04:00,0.223078008764978,0.22351627551714015,0.21957190051595166,0.22176320850849152,1396415,0.0,0.0
1972-07-06 00:00:00-04:00,0.22263994155958394,0.22658432009602306,0.22263994155958394,0.22439301013946533,1174468,0.0,0.0
1972-07-07 00:00:00-04:00,0.22439292367980046,0.22570772460811242,0.2217633218231765,0.22351638972759247,1353258,0.0,0.0
1972-07-10 00:00:00-04:00,0.22351638767826695,0.22395465465035264,0.22088681161403656,0.22088681161403656,527123,0.0,0.0
1972-07-11 00:00:00-04:00,0.2208868085541409,0.22263985064991537,0.2195720076560974,0.2195720076560974,548702,0.0,0.0
1972-07-12 00:00:00-04:00,0.21957187836765138,0.22263971955506123,0.21781881153583527,0.21781881153583527,1803317,0.0,0.0
1972-07-13 00:00:00-04:00,0.21781881153583527,0.21825707824378932,0.21518923705637946,0.21781881153583527,681253,0.0,0.0
1972-07-14 00:00:00-04:00,0.21781907403983378,0.21913387574822515,0.21694256533587225,0.2173808068037033,943273,0.0,0.0
1972-07-17 00:00:00-04:00,0.2173808068037033,0.21913387574822515,0.21650429809974178,0.2173808068037033,585693,0.0,0.0
1972-07-18 00:00:00-04:00,0.21738067282602494,0.22001027462211192,0.2138745628661925,0.2195720076560974,1340928,0.0,0.0
1972-07-19 00:00:00-04:00,0.21957201069777943,0.22439292162243835,0.21913374372569372,0.22088681161403656,1710839,0.0,0.0
1972-07-20 00:00:00-04:00,0.22088667849151347,0.2217631861391532,0.21781881153583527,0.21781881153583527,493215,0.0,0.0
1972-07-21 00:00:00-04:00,0.2178189428094366,0.2217633197899241,0.2178189428094366,0.22088681161403656,604188,0.0,0.0
1972-07-24 00:00:00-04:00,0.22263982564410717,0.22833737286722572,0.22263982564410717,0.2270224690437317,1458066,0.0,0.0
1972-07-25 00:00:00-04:00,0.22941398773188532,0.2298569756348517,0.2276424787954461,0.2285282462835312,1553627,0.021897,0.0
1972-07-26 00:00:00-04:00,0.22852819916064016,0.22852819916064016,0.22719954820248253,0.22764243185520172,431563,0.0,0.0
1972-07-27 00:00:00-04:00,0.22764263885750657,0.2280855229129536,0.22675687074661255,0.22675687074661255,1109733,0.0,0.0
1972-07-28 00:00:00-04:00,0.2276424539445345,0.23074271793358045,0.2276424539445345,0.22897107899188995,1815647,0.0,0.0
1972-07-31 00:00:00-04:00,0.22897107899188995,0.23074271793358045,0.22808533764022904,0.22897107899188995,1260780,0.0,0.0
1972-08-01 00:00:00-04:00,0.22897107899188995,0.22941396268758446,0.22675668655314546,0.22897107899188995,1427240,0.0,0.0
1972-08-02 00:00:00-04:00,0.22897122686699334,0.23207151889801025,0.22897122686699334,0.23207151889801025,2142402,0.0,0.0
1972-08-03 00:00:00-04:00,0.23340013812650032,0.23827183520278494,0.23340013812650032,0.23605741560459137,4334125,0.0,0.0
